Name,Position,Rating,PAC,SHO,PAS,DRI,DEF,PHY
Al Saluli,CB,57,52,38,41,34,58,57
Aitor Ruibal,ST,67,69,69,61,67,26,54
Giousis,RM,65,69,56,61,69,34,52
Varela,CB,65,52,35,39,39,65,70
Carnat,RW,64,78,57,60,65,42,62
Ben Amar,ST,58,61,56,44,54,27,55
Rossi,LW,75,83,73,67,76,28,57
Rismark,CB,64,52,27,54,59,62,75
Bergier,ST,57,63,56,50,57,24,56
Foosnæs,LB,65,75,42,53,62,60,63
Vagner,ST,69,90,71,61,74,29,54
Vorsager,CDM,64,55,49,58,58,65,68
Méndez,CM,66,71,58,66,69,61,67
Harroui,CM,69,74,65,66,72,61,75
Sambi Lokonga,CM,72,66,47,71,76,67,67
Moyano,CM,67,68,52,66,68,64,68
Al Dawsari,CM,60,70,48,59,63,59,60
Nsoki,LB,73,69,37,64,67,72,76
Boni,CDM,58,57,35,48,52,56,65
Amuzu,LW,69,85,61,63,75,32,52
Slater,CM,58,66,53,57,58,52,64
Amin,CM,61,68,41,60,63,51,53
Al Ghamdi,CM,59,71,57,58,66,51,40
Costly,LM,64,81,49,57,63,55,63
Martinović,ST,60,78,55,41,65,20,58
Delbridge,CB,65,61,32,41,46,60,87
Tiago Sá,GK,73,74,71,67,75,44,72
Risa,LB,68,77,56,60,64,62,73
Ogedi-Uzokwe,LM,61,87,59,50,60,29,57
Higuera,GK,63,64,61,53,64,47,61
Pep Biel,RM,68,72,64,66,69,48,62
Gamíz,CDM,54,33,42,51,59,53,49
Burke,ST,68,75,67,40,62,25,71
Fernández,LM,72,73,63,68,74,34,59
Parks,CM,68,41,62,65,68,64,69
Cooper,GK,59,59,60,57,58,30,58
Steurer,CB,63,62,34,49,47,61,71
Toyokawa,ST,69,80,69,55,70,21,56
Dietz,CB,61,52,37,52,57,61,66
Mainero,RW,70,89,64,61,71,47,71
Mavropanos,CB,73,75,33,48,48,74,78
Jeon Se Jin,LW,64,78,56,54,67,20,53
Hashioka,RM,68,73,59,64,65,62,74
Foulon,LB,67,72,32,64,67,61,66
Walsh,ST,52,64,51,41,51,25,52
Germain,ST,63,82,62,36,58,27,68
Carlos Cordero,LB,67,74,38,55,58,63,65
Lotti,ST,63,72,63,50,66,25,54
Stamatelopoulos,ST,56,57,56,38,49,23,62
Ntiya-Ntiya,LB,65,73,29,51,62,63,55
Skarsem,CM,62,69,49,58,65,52,61
Al Selouli,LM,58,73,48,52,61,43,43
Dräger,RB,69,80,60,60,68,65,62
Ashimeru,CM,71,71,64,68,74,59,68
Pangop,ST,60,86,58,47,61,25,60
Medina,RW,66,72,65,69,63,34,51
Ståhl,LW,63,71,58,57,64,45,58
Shibato,CM,63,58,48,62,62,57,65
Al Fiqi,RM,60,72,47,55,62,38,53
Sierra,CM,72,74,65,68,72,64,68
Borja Llarena,ST,61,86,60,51,63,38,51
Blazquez,GK,63,63,59,63,64,23,63
Sargent,ST,69,79,68,59,69,38,66
Carlos Miguel,GK,66,68,59,62,70,28,64
Virtue,CM,62,68,54,57,65,58,62
Bistrović,CDM,70,67,63,69,67,69,62
Sutton,GK,54,55,53,51,53,22,54
Morita,CDM,69,67,46,60,66,66,70
Diego Pampín,LB,61,58,33,51,55,58,55
Solbakken,RW,62,77,53,55,63,32,62
Alm,RW,64,83,60,60,64,36,59
Wakizaka,CAM,68,63,64,67,70,42,55
Al Sharimi,RB,57,63,25,42,48,53,64
Grozos,CAM,53,68,50,48,55,43,54
Mourdoukoutas,CB,57,58,32,42,41,56,63
Sosa,LM,67,70,60,62,70,41,53
Mahnashi,CDM,61,68,42,55,57,59,64
Ghareeb,LM,63,81,58,54,66,18,50
Amaechi,RW,60,77,53,54,63,24,49
Vetti,CM,59,61,47,56,60,50,61
Rodríguez,ST,65,74,65,59,70,48,58
Lode,CB,69,75,36,53,60,69,71
Otto,ST,67,69,68,53,66,27,62
Fofana,GK,57,61,55,54,58,41,60
Amade,RB,63,79,33,44,64,59,48
Anderson Emanuel,LM,66,84,59,58,67,27,68
Ćavar,CM,60,58,54,62,64,49,58
Real,LB,61,75,36,51,58,56,60
Ndione,ST,58,53,56,43,56,24,70
Rönning,GK,65,65,67,63,69,17,65
Luis Milla,CDM,76,77,60,75,73,70,72
Druijf,ST,67,54,70,49,59,33,71
Hannant,LM,62,74,56,53,62,52,75
Sands,CDM,66,55,49,58,63,65,62
Norman Jr.,CM,52,60,40,51,53,46,61
Varela,CM,68,72,62,67,73,49,59
Iio,RM,64,74,57,59,65,45,64
Lee Keun Ho,ST,63,68,59,56,59,24,71
Selahi,CM,66,71,53,62,66,63,75
Issa,CDM,60,49,42,52,51,59,63
Thurgate,CDM,60,65,51,56,58,55,60
Lennon,CDM,61,47,51,59,57,58,66
Ferro,CB,77,54,43,54,60,79,78
Solet,CB,65,68,39,53,61,63,70
D'Arrigo,CDM,63,70,46,60,62,61,57
Niyongabire,RW,57,86,44,45,63,29,50
Vera,CM,67,63,54,68,69,56,63
Toye,ST,64,70,64,42,64,29,70
Amos,GK,55,50,55,56,57,23,58
Calvillo,CM,61,63,56,60,63,58,56
Biggins,CM,58,65,46,54,60,50,46
Obafemi,ST,69,79,69,56,72,23,65
Bansen,GK,67,70,67,60,65,21,64
Campuzano,CDM,75,76,41,64,65,72,74
Spalek,CAM,68,76,65,65,72,33,54
Ogkmpoe,ST,59,70,58,39,56,21,68
Wang Ziming,ST,60,77,58,48,58,32,66
Ortega,LB,70,87,59,62,75,61,71
Brünker,ST,62,76,60,44,52,22,77
Servania,CM,58,62,52,58,62,50,56
Hoffmann,GK,64,61,62,66,67,25,64
Cacciabue,CDM,68,55,53,63,65,65,61
Antilef,CM,65,83,59,63,71,53,61
Zehir,CDM,63,66,38,55,59,63,65
Miller,LM,63,73,62,54,62,20,58
Robail,LM,69,71,64,71,71,46,58
Mlambo,CM,66,70,51,68,69,57,54
Stierlin,CDM,63,63,55,57,57,60,69
Sagnan,CB,68,57,32,54,50,68,69
Busio,CM,64,62,62,62,70,52,57
Adam,ST,64,75,65,48,64,19,63
Ordagić,CM,60,67,53,58,61,53,64
Lindsey,LB,63,77,43,57,61,57,62
Aguado,CM,68,65,63,68,69,53,43
López,ST,69,74,69,56,69,52,68
Mulenga,ST,68,74,72,60,65,33,66
Lódico,CM,69,76,58,70,75,55,57
Fuentes,CM,53,66,43,50,65,40,52
Bunmathan,LB,70,70,53,66,67,66,58
Attiah,GK,57,61,56,51,64,30,52
Jorge Fernandes,CB,66,40,34,42,48,66,73
Sugioka,LM,64,68,54,62,65,61,71
Barrow,ST,72,82,71,53,72,31,56
Douglas,ST,73,69,74,49,70,28,68
Magnani,CB,69,53,35,45,50,72,68
Lorenz,CB,64,69,32,51,51,63,72
Hussein,CM,65,63,56,64,68,54,61
Semedo,LM,66,76,63,60,69,36,64
Eisa,LM,63,90,58,52,67,28,59
Ouattara,LW,64,77,56,54,67,32,53
Yao Junsheng,CM,60,69,58,63,62,55,60
Njie,RW,61,86,57,48,64,26,47
Millico,LW,61,54,55,60,66,30,40
Mora,CB,68,67,29,45,42,69,74
Cacace,LB,73,84,64,69,73,69,78
van Dijck,CB,58,41,34,37,35,57,66
Akono,ST,63,68,63,50,62,28,65
Jones,CM,64,66,62,63,70,48,60
Baya,LB,65,81,45,55,58,60,66
Andia,RB,66,68,55,62,68,60,67
van den Berg,CB,65,64,30,55,63,65,64
Dong Honglin,ST,52,73,51,39,52,18,48
Čović,RM,60,70,44,55,69,35,33
Gómez,CDM,67,63,57,59,65,63,71
Mihálik,LW,69,82,65,61,70,33,62
Jaramillo,CDM,69,64,54,60,58,69,83
Medina,ST,63,76,62,58,65,33,56
Koljić,ST,69,59,70,51,64,33,75
Benga,CB,62,51,28,39,38,61,75
Williamson,CM,63,67,54,64,67,56,59
Al Omran,CAM,60,66,49,60,61,54,47
Gryszkiewicz,LB,62,71,33,53,56,58,69
Gakpo,LM,74,83,71,69,75,40,68
Plach,GK,70,69,68,66,71,28,69
Scott,LB,56,74,24,45,51,52,66
Sickinger,CDM,66,66,47,59,58,64,70
Ambrosius,CB,62,67,31,41,46,62,67
Buitink,ST,66,69,67,55,65,25,65
Cásseres Jr,CDM,68,75,50,65,71,64,63
Cascante,CB,65,53,37,46,49,64,70
Kitolano,CM,63,77,52,58,67,58,66
Scherzer,LB,64,65,41,55,59,62,68
Okafor,RM,71,81,68,65,73,32,73
Bye,RB,66,77,57,56,61,60,70
Solan,RM,56,80,53,45,61,18,46
Matsuda,CF,67,70,62,63,72,42,50
Tomii,GK,61,65,56,53,63,33,60
Saka,CB,62,65,28,38,38,63,63
van der Werff,CB,64,67,29,45,54,67,61
Caicedo,RM,68,82,60,59,76,31,52
Ricardo Friedrich,GK,65,66,62,64,66,31,64
Badiashile,CB,71,54,33,55,57,71,74
Akiyama,LB,62,67,51,59,64,56,62
Kaneko,CM,61,60,55,58,61,53,58
Evjen,CAM,71,82,64,65,75,54,62
Frantsen,ST,62,78,56,56,65,56,64
Wild,ST,57,59,58,45,57,31,62
Al Rashidi,RM,56,67,47,48,60,39,57
Najjar,ST,52,67,51,39,53,21,52
Vagnoman,RB,69,87,44,60,68,63,72
Klupś,RM,63,92,52,56,61,31,55
McKenzie,CB,65,75,23,46,45,66,66
Strózik,RM,56,72,52,47,56,27,55
Kristinsson,ST,62,66,60,58,65,39,57
Chilufya,LW,64,88,57,47,70,27,51
Björtuft,CB,64,65,28,50,49,65,67
Doucouré,CDM,68,70,42,63,67,65,68
Gallagher,CM,59,79,54,56,61,53,58
Bello,LB,62,79,40,49,65,57,50
João Moutinho,LB,69,68,30,57,64,68,65
Frendrup,CDM,66,64,41,57,64,64,66
Galvin,LM,58,77,45,53,61,39,53
Christensen,CAM,65,70,55,63,69,37,57
Torres,CB,64,55,27,49,43,64,71
Roldan,RM,62,64,55,59,63,59,61
Kelly,RM,59,69,50,54,59,35,46
Fraser,CDM,64,63,35,63,60,57,69
Aït Nouri,LB,71,68,42,62,69,69,49
Valot,RM,66,70,57,63,69,54,64
Mines,RM,61,69,45,57,64,45,51
Meslier,GK,69,69,66,70,72,26,66
Björnström,LB,66,79,45,59,60,61,61
Beyer,RB,69,73,34,55,62,69,68
Camara,ST,60,74,59,49,59,21,65
Domgjoni,CDM,65,70,57,62,67,62,68
Bornauw,CB,75,73,41,61,65,75,76
Gvilia,CAM,68,64,64,70,69,47,65
Kayembe,CDM,68,73,59,60,65,63,78
Salazar,RM,64,74,46,57,70,35,51
Bwana,LM,63,76,56,57,67,38,47
Herrera,RB,66,69,32,54,62,64,70
Graves,CB,56,54,27,44,48,56,63
Nakamura,LM,66,72,61,61,66,37,69
Al Nemer,CAM,62,71,51,61,66,43,55
Marcinkowski,GK,60,64,60,66,63,22,56
Cáceres,LB,68,80,36,55,63,64,69
Luis Felipe,CDM,64,59,43,55,56,62,68
Lillard,CB,63,49,27,42,38,64,72
Adams,CDM,67,65,48,55,64,67,66
Baird,ST,67,79,65,55,66,33,67
Mueller,RW,65,81,60,55,67,25,54
Omsberg,CB,61,50,24,40,34,61,69
Aguilar,CM,69,66,63,73,69,44,67
Argudo,LM,65,71,57,62,66,47,60
Buckley,CM,64,76,57,61,68,56,55
Ferguson,RB,69,65,36,54,64,68,69
Yeboah,RM,63,79,56,53,67,25,50
Blackmon,RB,65,69,42,54,64,61,68
Ortíz,CB,68,72,37,46,52,67,74
Kharaishvili,LM,69,76,68,66,68,36,63
Ishige,LM,63,65,54,59,67,45,61
Strunck,CM,60,68,50,56,64,54,62
Vines,LB,62,70,31,51,60,58,60
Anzai,RB,71,89,57,64,69,63,58
Lesiotis,CDM,58,65,36,51,57,54,56
Louza,CM,74,68,64,73,76,61,54
Tanner,RB,62,72,41,49,60,59,58
Curran,CB,55,54,23,31,38,54,63
San Román,GK,66,65,67,68,66,24,64
Fitz,CAM,68,70,65,66,69,33,51
Riqui Puig,CM,75,68,59,75,81,56,63
Dahmen,GK,63,65,60,59,65,42,60
Cantú,CM,60,68,43,59,63,61,59
Balerdi,CB,68,72,30,52,59,68,68
Nedelcu,CDM,71,67,57,62,61,70,78
Walker,RM,59,74,56,48,61,33,54
Al Hassan,CM,58,65,47,54,60,51,64
Liu Le,LB,54,70,25,35,44,53,62
Zhang Lingfeng,LM,60,77,53,56,61,33,47
Ma Xingyu,CM,59,60,40,52,57,61,68
Vandevoordt,GK,68,72,67,64,71,16,59
Koné,ST,59,70,57,40,56,24,68
Twumasi,LW,56,65,54,49,64,27,46
Reynolds,RB,51,62,46,47,48,49,56
Ferguson,CDM,69,71,63,69,70,63,77
Luo Hao,CB,58,54,32,44,43,59,63
Clarke,RM,67,75,60,61,71,25,53
Nakamura,LM,66,76,65,59,71,31,64
Cholewiak,LM,66,90,62,59,66,60,63
Akanyirige,CB,51,63,26,31,37,53,53
Sørensen,LWB,52,77,30,38,51,45,41
Sugawara,RB,69,75,46,61,68,61,67
Smith,CB,63,65,28,43,55,62,68
Ndlovu,LW,68,80,59,64,70,51,39
Aleo,LB,63,70,44,51,63,58,59
Larsen,LW,55,69,49,47,58,30,38
Pereyra,CB,66,39,23,33,38,69,75
Kehr,LM,58,77,57,51,58,27,57
Hornby,ST,64,61,64,49,60,24,67
Jaeckel,CB,67,59,33,51,47,68,68
Clayton-Phillips,LM,58,65,59,56,62,29,38
Morton,ST,63,72,61,48,62,34,66
Baumann,GK,70,69,68,68,74,24,69
Collier,RM,61,61,56,57,60,46,71
Kesgin,CM,56,64,49,57,62,50,64
Mora,LB,68,78,47,56,65,64,62
Maina,RM,72,89,57,64,76,25,51
Bancu,LB,71,75,66,67,71,65,70
Klauss,ST,69,64,67,61,65,29,72
Cicâldău,CM,72,67,67,72,70,60,70
Masopust,RM,75,86,67,68,75,52,75
Trávník,CM,71,69,68,72,72,61,63
Cornelius,CB,65,55,29,41,44,64,75
Mbeumo,RW,74,82,73,66,75,34,61
Baluta,CDM,71,60,49,57,50,69,75
Screciu,CDM,63,64,34,56,56,61,61
Hugo Duro,ST,68,73,68,43,70,29,55
Alfon,ST,59,73,60,51,65,33,54
Ofoborh,CDM,65,69,54,57,64,62,72
Kastenhofer,CB,58,58,28,37,48,59,61
Viviani,CDM,63,69,55,64,62,59,59
Rafael Camacho,RW,73,82,61,65,78,55,58
Yang Fan,CB,54,61,31,49,56,55,57
Park Tae Jun,CM,56,62,47,56,56,40,63
Mao Haoyu,ST,52,71,54,40,51,24,40
Zhong Yihao,RM,59,74,56,52,59,52,67
Abdugheni Abduhamit,RB,55,68,39,47,55,52,58
Yin Congyao,CAM,51,65,42,54,50,41,62
Li Shuai,LB,67,77,40,58,65,61,72
Xie Weijun,RM,53,61,55,46,50,23,58
Cui Lin,LB,50,62,28,32,44,50,55
Magnusson,CF,60,85,49,52,62,51,63
Strand,LB,66,85,31,50,61,60,64
Suárez,GK,54,53,56,52,52,26,50
Callegari,CB,67,51,33,50,47,68,69
Droehnle,CB,62,49,29,46,44,65,59
Rashidi,RM,64,75,57,59,64,59,61
Tupta,ST,62,63,64,52,64,30,51
Grant,RM,60,80,54,48,63,35,48
Kim Joon Beom,CM,58,72,43,55,61,48,58
Lee Hyun Sik,CM,57,66,43,51,63,54,61
Löfkvist,CB,62,69,34,55,61,59,73
Goke,CM,62,68,54,63,64,47,66
Maguire,CB,58,54,26,31,33,60,67
Roberts,LM,49,64,45,48,48,23,48
Wiśniewski,CB,65,80,25,42,44,65,72
Al Wehimid,GK,54,56,53,49,54,36,53
Dunn,CB,53,55,26,31,36,53,60
Abreliano,RB,63,74,44,56,65,57,62
Sasaki,CAM,56,62,50,53,58,42,65
Slisz,CDM,65,69,43,59,57,63,73
Gudmann,CB,59,66,28,37,51,58,61
Marie,RB,60,70,39,49,58,56,52
Mwepu,CM,74,78,67,71,72,67,75
Mbaizo,RB,62,81,36,52,62,57,62
Kökçü,CAM,75,72,69,76,76,53,70
Ekkelenkamp,CAM,68,64,65,63,67,58,71
Danzi,CM,66,56,42,66,66,60,56
Gonzalez,ST,61,79,62,54,62,30,63
Türkmen,CB,70,73,37,50,58,72,70
Hörberg,RM,64,85,41,57,64,45,61
Pikhalyonok,CM,65,66,56,61,64,50,54
Colyn,CAM,51,60,43,47,58,30,35
Doğan,CB,54,52,28,35,39,57,53
Heriberto Tavares,RW,72,81,72,61,76,30,65
Westergaard,CM,56,66,43,51,59,53,63
Mai,CB,64,54,30,40,41,65,73
Clarke,RB,60,73,36,49,53,55,67
Winther,CB,63,60,27,48,56,63,66
Hancott,LB,52,63,26,36,47,50,50
Nelson,GK,52,48,55,54,55,26,50
Shibuya,GK,59,59,57,64,59,28,58
Kuzain,CDM,60,60,53,58,62,57,59
Zubiaurre,GK,67,65,66,67,68,30,63
Govea,RB,69,81,32,49,66,65,73
Josep Martínez,GK,68,70,68,64,69,26,67
Dani Gómez,ST,70,82,71,56,69,40,64
Lim Jae Hyeok,ST,61,75,58,45,61,24,56
Bizimana,CDM,66,61,63,65,64,64,69
Lanius,CB,61,53,32,41,40,60,74
Klitten,LB,57,73,35,49,59,50,57
Agu,LB,70,87,46,60,74,61,59
Evina,LM,64,82,62,56,65,34,68
Oki,GK,56,57,52,59,61,36,50
Fröling,CF,66,76,69,56,66,37,80
Watari,ST,67,70,67,55,67,31,63
Klitten,LW,56,69,50,49,57,22,49
Jørgensen,ST,59,83,59,44,60,28,57
Wintzheimer,ST,64,63,65,41,62,26,67
Valencia,ST,66,67,64,47,66,26,65
Sosa,LB,69,73,35,65,70,63,67
Liu Guobo,ST,51,68,46,45,50,40,58
Guttau,LM,64,75,50,61,69,38,47
Matondo,LM,70,94,57,64,72,37,49
Ünlüçifçi,CM,59,70,48,60,66,34,53
Williams,LB,75,81,57,64,73,71,69
Edmondson,ST,58,55,59,38,55,25,69
Thorstvedt,CM,67,64,67,68,68,54,74
Jenssen,CB,53,58,25,32,38,53,60
David Alba,CB,64,46,22,40,40,66,58
Miguel Ángel,CB,63,47,29,39,43,62,63
Na Sung Eun,LM,58,63,44,54,60,30,38
Aiwu,CB,65,70,42,52,52,63,69
Kaya,ST,63,67,62,44,66,24,57
Madsen,LB,51,69,32,43,51,48,39
Gómez,LM,66,79,53,58,70,52,59
Perrin,CB,67,53,30,49,52,67,68
Barlow,ST,65,76,63,50,59,44,71
Balanta,CDM,61,62,42,51,54,62,63
White,ST,66,76,65,53,66,49,69
Borgogno,GK,62,60,63,59,61,37,62
Badaloni,ST,60,57,61,51,59,25,59
Loiodice,CM,64,56,46,61,70,57,50
Pedersen,RB,64,86,48,54,63,55,59
Ibáñez,ST,54,65,53,40,56,23,46
Bursztyn,GK,62,64,60,58,63,27,61
Alvarez,CAM,59,67,58,55,64,27,38
Zhou Xin,RB,54,67,30,42,51,50,58
Corbo,CB,60,47,26,39,47,63,59
Meier,LB,62,63,43,47,55,61,63
Nguiamba,CDM,61,64,36,55,58,58,63
Erquiaga,LB,69,78,47,61,68,65,62
Suganuma,CB,65,53,30,46,39,66,71
Müldür,RB,71,77,49,59,71,67,70
Ljubicic,CM,63,55,54,59,66,55,66
Kim Tae Han,CB,58,53,21,25,32,60,68
Tallig,CAM,63,72,56,60,67,32,50
Breunig,ST,59,64,58,43,63,21,61
Kite,CM,53,71,46,52,56,35,56
Letica,GK,71,77,63,64,73,32,72
Hosseini,CB,69,64,28,46,51,71,68
Daniel Rebollo,GK,63,61,63,64,64,26,62
Gholizadeh,LM,71,73,60,66,73,41,67
Óscar Valentín,CDM,68,64,45,60,62,67,69
De Frutos,LM,70,83,64,64,72,34,46
Racioppi,GK,64,63,64,62,66,30,60
Brault-Guillard,RWB,65,84,38,55,64,61,68
Pedro Porro,RB,73,76,61,67,76,69,61
Openda,ST,70,93,67,60,69,25,70
Guri,ST,65,56,68,57,59,31,68
Sessa,CM,61,76,43,59,72,50,48
Laurienté,RM,65,68,57,61,71,33,39
Morahan,CM,56,64,51,55,58,53,51
Mbakata,RB,65,80,29,51,57,61,68
Lewis-Potter,ST,59,69,57,43,59,24,47
Giles,LWB,63,89,55,57,65,52,57
Sanderson,RB,64,73,40,50,57,62,66
Burgzorg,LM,66,83,60,55,70,36,64
Nottingham,CB,61,53,23,42,53,61,66
Choi Beom Kyung,CM,57,56,55,58,58,43,56
Gamboa,CB,61,47,27,46,49,59,71
Kim Jung Ho,CB,59,57,49,26,47,58,72
Adli,CF,70,60,67,72,73,58,64
David,ST,77,85,76,69,78,25,66
García,GK,51,47,58,52,46,30,52
Camara,CM,65,63,54,64,69,59,65
Kobryń,RB,61,72,31,44,53,57,62
Teng Shangkun,GK,50,46,56,55,53,24,45
Tchimbembé,CM,65,82,62,62,66,56,58
Nygren,CAM,66,66,62,64,67,20,58
Bayındır,GK,73,77,69,68,80,21,69
Sheaf,CAM,60,66,53,59,61,51,61
Adot,RB,69,75,58,63,65,63,70
Radonjić,LW,74,82,71,71,74,30,60
Garner,CDM,66,67,61,63,63,63,64
Rieder,RM,64,73,47,60,66,54,66
Scherpen,GK,67,67,66,64,69,41,66
Andersen,GK,53,55,51,54,56,33,54
Siadas,LB,59,64,31,49,53,56,52
Acka,CB,66,64,40,44,43,64,78
Alarcón,CM,60,64,56,59,67,49,65
Stone,GK,57,61,55,61,56,36,54
Chiquinho,CAM,76,72,70,77,80,54,52
Spence,RB,63,79,29,45,61,59,56
Chabrolle,CAM,64,60,57,63,69,31,47
Nieuwpoort,CB,61,64,38,49,58,60,66
Saliba,CB,74,69,33,61,66,75,75
van der Water,RM,69,81,68,60,71,40,63
Wenzel-Halls,ST,63,78,64,48,64,24,58
Kirdar,CAM,56,72,45,54,56,28,43
Collins,ST,48,68,50,43,53,31,35
Saddiki,CDM,68,76,54,61,63,67,75
Abi,ST,66,77,63,58,66,28,63
Spahic,GK,64,63,62,60,66,28,69
Kamenz,GK,59,64,59,59,58,31,56
Schlüter,LB,64,72,51,56,61,58,69
Matuwila,CB,63,78,23,35,46,60,80
Fran Gámez,RB,71,77,47,59,66,67,67
Mamba,ST,67,89,65,45,66,26,67
Kavanagh,LM,60,64,40,61,63,35,48
Żynel,GK,60,60,59,55,61,27,58
Hiller,GK,67,69,67,51,71,32,67
Kangin Lee,CAM,74,69,72,75,79,27,48
Iñigo Vicente,LW,70,76,62,67,72,43,55
Dressel,CM,63,68,54,61,63,50,70
Pellegrini,LB,72,76,35,62,69,67,56
Darfalou,ST,67,71,67,45,65,36,72
Sibbald,CAM,63,73,55,61,68,35,52
Ingolotti,GK,60,61,58,55,62,31,60
Iñíguez,RB,67,69,30,52,60,67,62
Sørensen,ST,59,62,62,44,57,18,49
Pittman,CAM,66,76,63,62,69,56,64
Pritchard,CM,59,71,55,57,62,47,58
Motshwari,CM,65,76,56,67,68,47,59
Hamer,RB,63,67,41,51,56,60,72
Burns,LB,65,68,55,60,65,60,68
Simakan,CB,71,62,34,53,59,73,72
Mntambo,CAM,63,72,57,64,67,46,62
Agudelo,CM,63,69,58,61,68,50,61
Igbekeme,CM,69,73,57,68,71,66,78
Mako,LB,65,72,38,42,59,67,61
Plastun,CB,72,36,32,56,43,75,71
Kanté,CB,68,41,35,46,53,68,78
Krempicki,CM,63,66,53,58,64,57,73
Dörfler,RM,62,82,52,53,61,40,70
Bassouamina,LM,57,72,59,46,59,20,55
Abdellaoui,CB,63,65,31,51,52,63,65
Diop,ST,72,68,70,61,68,44,77
Pinson,ST,61,60,64,47,61,21,39
Łabojko,CDM,62,68,38,52,57,61,65
Philipp,CAM,62,65,62,57,65,39,53
Russell,RB,62,75,39,56,60,55,62
Alan Sousa,RM,66,82,60,60,72,23,57
Gonzalo Verdú,CB,67,60,48,53,55,68,76
Lunin,GK,75,72,71,74,77,37,75
Ourega,LM,67,86,55,58,71,30,59
Vuković,CDM,71,55,49,64,68,66,74
De Bruyn,CAM,66,73,67,62,72,31,56
Magennis,CM,62,74,58,63,65,44,66
Pule,LW,70,82,74,59,71,39,51
Catena,CB,68,63,33,48,48,69,72
Álex Díez,RB,70,80,38,61,68,63,62
Fleckstein,CB,58,56,24,42,51,60,52
Mabaso,RWB,66,69,42,64,56,65,63
Enric Gallego,ST,73,59,76,56,68,25,71
Weiner,GK,59,60,57,60,63,50,56
Endika,LB,63,66,36,51,55,59,69
Mohr,LM,68,79,65,62,69,57,64
Asselah,GK,69,70,68,62,72,42,66
Sissoko,ST,70,76,70,54,66,32,72
Mörschel,CAM,62,68,63,57,63,33,55
Batista Meier,LM,65,75,64,54,74,29,44
Kopacz,CAM,62,71,56,61,66,38,48
Schmidt,ST,67,66,67,42,60,27,70
Kiprit,ST,63,67,63,47,60,30,63
Djitté,ST,69,79,67,53,72,28,65
Burger,CM,66,76,55,62,67,59,73
Lozano,CB,66,68,42,47,55,63,80
Finley,CM,64,68,57,64,66,60,70
Harant,CB,59,52,47,43,50,57,68
Frommann,GK,60,62,59,64,62,37,55
Schlotterbeck,CB,70,66,22,51,50,73,70
Hanek,CM,57,60,44,52,58,55,46
Bangsow,GK,60,60,57,57,64,33,55
Manu García,GK,67,69,65,53,71,36,64
Shinada,CM,59,63,40,57,60,50,60
Karweina,ST,61,72,59,48,65,22,44
Hara,ST,61,62,59,43,52,25,76
Schaffran,GK,58,62,61,59,55,28,56
Bonga,RM,65,83,57,49,69,32,76
Munder,LW,67,82,62,60,70,31,57
Ameka Autchanga,RM,64,85,53,57,68,24,50
Asiri,ST,58,66,58,43,59,23,60
Krauß,RM,63,79,48,55,68,30,57
Jesús Jiménez,LM,70,76,61,64,72,37,65
Belkahia,CB,58,54,37,36,37,55,73
Kyereh,ST,66,81,64,49,72,22,62
Abou Demba,RB,64,78,37,54,61,58,69
Vandenabeele,CB,68,51,38,43,49,68,75
Bertrand,RM,64,71,62,58,69,26,38
Rénot,GK,64,61,63,62,65,34,65
Rossipal,LWB,64,74,38,52,58,61,64
Bakir,RM,59,67,49,54,66,29,49
Radovanović,CB,68,42,29,47,46,68,77
Costache,LW,68,85,63,59,68,29,64
Elogo,LM,68,85,61,59,71,32,63
Păun,LW,70,87,65,63,73,31,64
Udovičić,LM,66,79,60,60,65,54,73
Milewski,LM,65,71,53,60,63,60,66
Vokic,CDM,60,60,45,59,60,54,63
Walukiewicz,CB,68,56,38,47,53,68,71
Harsman,GK,60,62,61,61,62,33,60
Niemann,ST,58,78,56,54,68,27,53
Klassen,LB,60,77,42,53,63,50,61
Kretzschmar,GK,54,52,57,51,60,42,49
Mraz,ST,65,72,64,55,63,32,60
Luquinhas,LM,72,81,65,68,76,30,54
Mendy,LB,66,75,34,58,59,61,67
Jovane Cabral,LW,77,87,73,71,81,35,66
Isherwood,CB,62,63,33,44,43,58,84
Burton,CM,58,59,47,59,57,44,45
Corpas,RM,71,84,60,67,71,36,57
Hutchinson,LB,62,72,30,48,58,56,60
Katić,CB,70,71,35,45,59,68,77
Salas,ST,69,71,70,66,72,29,61
Lamie,CB,65,65,29,48,58,63,75
Pérez,CB,75,63,25,46,46,77,74
Isma Cerro,LM,66,73,60,62,67,26,58
Jimmy,CDM,67,67,43,63,66,63,59
Sokołowski,CM,65,65,49,60,67,63,69
Jorge Félix,CF,70,75,67,67,72,32,58
Galach,ST,54,66,55,44,57,15,42
Hammar,CM,54,61,47,52,58,40,53
Opoku,LM,67,85,49,64,70,39,62
Gong,RM,65,88,57,56,69,33,58
Kensdale,CB,57,58,26,39,42,55,68
Owusu,ST,63,73,61,44,54,36,73
Račić,CM,75,59,70,73,72,73,74
Burkardt,ST,65,73,61,53,71,26,59
Zagorac,GK,67,70,67,66,68,43,63
Majer,CAM,71,69,66,76,79,38,57
Rrahmani,CB,76,62,51,54,60,78,80
Gojak,CM,70,69,67,67,69,62,79
Benković,CB,74,65,44,56,56,73,79
Šunjić,CDM,73,69,58,58,64,73,78
Marin,LW,67,79,57,62,73,31,57
Hawkins,GK,52,56,51,55,50,27,51
